city_id,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
332,Adre,TD,13.4667,22.2,73.67,85,99,10.78,overcast clouds
333,Ampanihy,MG,-24.7,44.75,70.16,51,71,7.61,broken clouds
334,Leeton,AU,-34.5667,146.4,50.9,72,100,10.83,overcast clouds
335,San Andres,CO,12.5847,-81.7006,87.82,74,40,13.8,scattered clouds
336,Mikhaylovka,RU,50.06,43.2379,83.79,31,20,9.82,few clouds
337,Ferme-Neuve,CA,46.7001,-75.4493,78.4,46,1,8.59,clear sky
338,Cananeia,BR,-25.0147,-47.9267,59.77,72,24,14.5,moderate rain
339,Manggar,ID,-2.8833,108.2667,81.72,82,100,10.11,overcast clouds
340,Balaipungut,ID,1.05,101.2833,75.16,94,24,2.39,few clouds
341,Nuuk,GL,64.1835,-51.7216,41.61,100,100,4.61,fog
342,Amapa,BR,1.0,-52.0,87.08,53,83,2.26,moderate rain
343,Saint-Joseph,RE,-21.3667,55.6167,66.58,75,37,17.16,scattered clouds
344,Springbok,ZA,-29.6643,17.8865,51.15,53,51,4.29,broken clouds
345,Pataias,PT,39.6698,-8.9958,75.92,71,16,8.84,few clouds
346,Kisanga,TZ,-7.4362,37.7034,77.18,57,93,8.3,overcast clouds
347,Iwanai,JP,42.9744,140.5089,65.89,96,65,3.67,broken clouds
348,Katsuura,JP,35.1333,140.3,80.69,91,88,13.09,overcast clouds
349,Saint-Georges,GD,12.0564,-61.7485,85.68,79,20,16.11,few clouds
350,Araruna,BR,-6.5583,-35.7417,77.83,54,29,9.89,scattered clouds
351,Nekrasovskaya,RU,45.1447,39.7487,78.28,31,21,10.07,few clouds
352,Redlands,US,34.0556,-117.1825,96.39,35,0,3.44,clear sky
353,Zunyi,CN,27.6867,106.9072,74.16,82,96,0.83,overcast clouds
354,Souillac,MU,-20.5167,57.5167,70.18,52,40,18.41,scattered clouds
355,Broome,US,42.2506,-75.833,78.19,62,100,9.22,overcast clouds
356,Westport,US,41.1415,-73.3579,86.72,61,75,10.36,broken clouds
357,Odessa,UA,46.4775,30.7326,75.76,53,100,23.98,light rain
358,Aykhal,RU,66.0,111.5,57.4,80,100,8.08,overcast clouds
359,Itarema,BR,-2.9248,-39.9167,83.23,63,15,18.41,few clouds
360,Gopalpur,IN,19.2667,84.9167,78.94,87,100,3.71,overcast clouds
361,Llanes,ES,43.4198,-4.7549,78.55,71,81,5.61,broken clouds
362,Murray Bridge,AU,-35.1167,139.2667,52.12,89,99,9.35,overcast clouds
363,Ponta Pora,BR,-22.5361,-55.7256,53.51,76,75,9.22,broken clouds
364,Hamilton,US,39.1834,-84.5333,82.9,77,75,9.22,broken clouds
365,Balapulang,ID,-7.05,109.0833,74.39,90,49,4.18,scattered clouds
366,Dongsheng,CN,39.8161,109.9776,66.69,89,10,4.45,clear sky
367,Fort Nelson,CA,58.8053,-122.7002,77.38,38,40,3.04,scattered clouds
368,Kuchl,AT,47.6265,13.1448,74.79,88,58,1.9,broken clouds
369,Makakilo City,US,21.3469,-158.0858,80.35,69,100,19.57,overcast clouds
370,Kavaratti,IN,10.5669,72.642,81.97,80,55,22.86,broken clouds
371,Rancho Palos Verdes,US,33.7445,-118.387,92.43,71,0,3.0,clear sky
372,Cabedelo,BR,-6.9811,-34.8339,83.07,69,10,12.15,clear sky
373,Nueva Loja,EC,0.0847,-76.8828,80.62,69,75,5.75,broken clouds
374,Yar-Sale,RU,66.8333,70.8333,50.22,70,84,2.42,broken clouds
375,Praia Da Vitoria,PT,38.7333,-27.0667,75.45,73,75,9.84,broken clouds
376,Porto Velho,BR,-8.7619,-63.9039,82.45,47,40,5.75,scattered clouds
377,Kangaatsiaq,GL,68.3065,-53.4641,40.57,96,100,12.06,overcast clouds
378,Byron Bay,AU,-28.65,153.6167,50.94,75,86,7.05,overcast clouds
379,Cidreira,BR,-30.1811,-50.2056,61.83,65,95,10.83,overcast clouds
380,Taicheng,CN,38.731,113.228,62.44,94,85,2.57,overcast clouds
381,Churapcha,RU,62.0025,132.4325,55.26,94,100,7.99,light rain
382,Dhuburi,IN,26.0333,89.9667,80.28,85,19,4.32,few clouds
383,Bonthe,SL,7.5264,-12.505,77.4,87,94,10.07,moderate rain
384,Hay River,CA,60.8156,-115.7999,74.3,40,83,15.95,broken clouds
385,Gap,FR,44.6667,6.0,59.83,63,98,2.64,overcast clouds
386,Talnakh,RU,69.4865,88.3972,49.21,84,100,5.77,overcast clouds
387,Milkovo,RU,54.7167,158.6167,52.68,95,99,1.19,overcast clouds
388,Usinsk,RU,65.9939,57.5281,52.84,60,91,9.84,overcast clouds
389,Riberalta,BO,-10.9833,-66.1,79.0,44,41,18.41,scattered clouds
390,Dickinson,US,29.4608,-95.0513,97.16,56,0,4.61,clear sky
391,San Cristobal,VE,7.7669,-72.225,80.78,97,100,3.8,overcast clouds
392,Bogorodsk,RU,56.1033,43.5158,65.55,76,100,6.67,overcast clouds
393,Farafangana,MG,-22.8167,47.8333,68.68,71,100,10.47,overcast clouds
394,Terrasini,IT,38.146,13.0844,81.97,66,20,11.5,few clouds
395,Boundiali,CI,9.5217,-6.4869,76.5,89,87,3.74,light rain
396,Luderitz,NA,-26.6481,15.1594,58.17,72,30,13.62,scattered clouds
397,Harper,LR,4.375,-7.7169,76.17,78,94,10.94,overcast clouds
398,Padang,ID,-0.9492,100.3543,77.88,84,36,3.58,scattered clouds
399,Palmer,US,42.1584,-72.3287,85.14,52,75,5.75,broken clouds
400,Quatre Cocos,MU,-20.2078,57.7625,70.09,70,72,22.53,broken clouds
401,Dharchula,IN,29.85,80.5333,74.01,98,98,1.7,overcast clouds
402,Prince Rupert,CA,54.3161,-130.3201,66.07,67,0,4.76,clear sky
403,Great Yarmouth,GB,52.6083,1.7305,75.42,72,23,8.75,few clouds
404,Grand Island,US,40.925,-98.342,89.55,40,0,9.22,clear sky
405,Pimenteiras,BR,-6.2453,-41.4192,99.59,17,6,4.03,clear sky
406,Kigoma,TZ,-4.8769,29.6267,75.69,59,53,3.96,broken clouds
407,Le Port,RE,-20.9373,55.2919,68.25,59,33,4.72,scattered clouds
408,Zhigansk,RU,66.7697,123.3711,56.93,79,66,7.78,broken clouds
409,Horizontina,BR,-27.6258,-54.3078,59.05,66,75,8.72,broken clouds
410,Bilibino,RU,68.0546,166.4372,57.81,94,36,1.63,scattered clouds
411,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.39,73,75,11.5,broken clouds
412,Dali,CN,25.7,100.1833,64.65,72,20,0.74,few clouds
413,Airai,TL,-8.9266,125.4092,57.9,52,44,1.72,scattered clouds
414,Bilma,NE,18.6853,12.9164,101.3,15,45,4.34,scattered clouds
415,Arlit,NE,18.7369,7.3853,102.81,18,9,3.31,clear sky
416,Codrington,AU,-38.2667,141.9667,48.42,90,100,18.41,overcast clouds
417,Anadyr,RU,64.75,177.4833,59.5,77,0,4.47,clear sky
418,Wiarton,CA,44.7407,-81.1332,81.39,61,0,12.26,clear sky
419,Chilca,PE,-12.5211,-76.7372,63.91,75,25,7.74,scattered clouds
420,Vanimo,PG,-2.6741,141.3028,76.1,92,100,4.27,overcast clouds
421,Brae,GB,60.3964,-1.353,57.51,94,95,19.3,overcast clouds
422,Zhireken,RU,52.8249,117.3076,49.19,96,69,3.94,broken clouds
423,Sampit,ID,-2.5333,112.95,75.78,94,100,1.68,overcast clouds
424,Sola,VU,-13.8833,167.55,79.43,79,46,21.43,light rain
425,Vitim,RU,59.4511,112.5578,53.49,94,100,0.47,overcast clouds
426,Jawhar,SO,2.7809,45.5005,74.46,83,100,15.48,overcast clouds
427,Porbandar,IN,21.6422,69.6093,80.13,92,100,13.8,overcast clouds
428,Andra,RU,62.5147,65.8878,62.28,55,100,5.55,overcast clouds
429,Cartagena,CO,10.3997,-75.5144,85.62,70,75,6.91,broken clouds
430,La Ronge,CA,55.1001,-105.2842,60.55,52,8,3.91,clear sky
431,Yarmouth,US,41.7057,-70.2286,75.09,82,100,12.66,overcast clouds
432,Angouleme,FR,45.65,0.15,92.03,16,0,16.11,clear sky
433,Sao Francisco De Assis,BR,-29.5503,-55.1311,59.2,62,6,9.06,clear sky
434,Tanout,NE,14.9709,8.8879,94.46,31,94,5.95,overcast clouds
435,Tulun,RU,54.5611,100.5792,56.64,96,74,3.29,light rain
436,Meulaboh,ID,4.1363,96.1285,76.98,87,24,3.87,few clouds
437,Cardston,CA,49.2,-113.3019,86.22,22,100,11.39,overcast clouds
438,Kuytun,RU,54.3419,101.5036,55.49,95,44,4.34,light rain
439,Grimshaw,CA,56.1834,-117.6027,71.35,62,0,7.2,clear sky
440,Malatya,TR,38.5,38.0,84.25,25,0,9.22,clear sky
441,Mago,RU,53.2514,140.1822,53.8,96,93,4.25,overcast clouds
442,Avera,US,33.194,-82.5271,89.11,59,100,7.49,overcast clouds
443,Andenes,NO,69.3143,16.1194,57.18,88,75,16.11,broken clouds
444,Port-Cartier,CA,50.0334,-66.8654,66.74,62,1,9.95,clear sky
445,Antofagasta,CL,-23.65,-70.4,60.08,64,30,6.4,scattered clouds
446,Khani,GE,41.9563,42.9566,67.57,68,19,4.74,few clouds
447,Faya,SA,18.3851,42.4509,69.91,84,93,7.7,overcast clouds
448,Angoram,PG,-4.0625,144.0661,72.66,100,100,1.3,overcast clouds
449,Norrtalje,SE,59.758,18.705,72.43,61,88,6.69,overcast clouds
450,Rabo De Peixe,PT,37.8,-25.5833,74.71,57,20,13.8,few clouds
451,Sinolon,PH,6.2439,124.8144,72.54,88,19,2.1,few clouds
452,Hervey Bay,AU,-25.2986,152.8535,62.65,66,5,11.54,clear sky
453,Verrettes,HT,19.05,-72.4667,92.71,45,17,5.95,few clouds
454,Salym,RU,60.0625,71.4789,57.6,64,12,5.39,few clouds
455,Khanpur,PK,28.6453,70.6567,97.93,40,33,8.19,scattered clouds
456,Qena,EG,26.1615,32.7183,96.67,22,2,15.57,clear sky
457,Porto-Vecchio,FR,41.591,9.2795,82.06,65,0,4.61,clear sky
458,Vao,NC,-22.6667,167.4833,68.22,55,12,19.51,few clouds
459,Mayumba,GA,-3.432,10.6554,70.0,91,45,6.73,scattered clouds
460,Aginskoye,RU,51.1,114.53,58.21,63,99,2.15,overcast clouds
461,Codajas,BR,-3.8367,-62.0569,99.34,26,15,5.79,few clouds
462,Lavrentiya,RU,65.5833,-171.0,47.73,71,99,7.72,overcast clouds
463,Imeni Poliny Osipenko,RU,52.4201,136.4853,55.4,98,100,4.99,light rain
464,Auki,SB,-8.7676,160.7034,75.9,89,86,4.27,overcast clouds
465,Kathu,TH,7.9178,98.3332,82.22,78,100,12.15,overcast clouds
466,Tema,GH,5.667,-0.0166,77.41,83,20,18.41,few clouds
467,Gangapur,IN,26.4833,76.7167,86.59,61,70,14.99,broken clouds
468,Say,NE,13.1007,2.3689,91.96,49,26,7.14,scattered clouds
469,Te Anau,NZ,-45.4167,167.7167,33.13,94,76,3.6,broken clouds
470,Rocha,UY,-34.4833,-54.3333,56.95,58,1,7.11,clear sky
471,Marawi,PH,7.9986,124.2928,68.81,87,99,1.77,overcast clouds
472,Mildura,AU,-34.2,142.15,52.07,74,100,14.09,light rain
473,Leh,IN,34.1667,77.5833,71.49,34,28,5.37,scattered clouds
474,Puerto Escondido,MX,15.85,-97.0667,86.83,62,40,5.75,scattered clouds
475,Kirkwall,GB,58.9848,-2.9587,62.65,82,40,25.32,scattered clouds
476,Rockhampton,AU,-23.3833,150.5,55.29,88,40,9.22,scattered clouds
477,Yuzhnyy,RU,53.2542,83.6936,64.78,82,0,6.71,clear sky
478,Florianopolis,BR,-27.6146,-48.5012,58.41,88,100,21.85,moderate rain
479,Yambio,SS,4.5721,28.3955,69.49,95,99,3.04,light rain
480,Paralimni,CY,35.0375,33.9833,84.69,90,0,4.0,clear sky
481,Elizabeth City,US,36.2946,-76.2511,97.05,57,0,14.97,clear sky
482,Barillas,GT,15.8036,-91.3158,68.54,87,91,4.36,overcast clouds
483,Shizunai,JP,42.3339,142.3669,70.86,99,99,2.55,overcast clouds
484,Juneau,US,58.3019,-134.4197,57.22,88,100,0.0,overcast clouds
485,Nouakchott,MR,18.0858,-15.9785,85.93,79,63,15.17,broken clouds
486,Polunochnoye,RU,60.8697,60.4153,60.42,91,72,1.12,light rain
487,Wamba,NG,8.9333,8.6,74.73,91,92,4.68,moderate rain
488,Maun,BW,-19.9833,23.4167,73.36,12,0,5.75,clear sky
489,Zwedru,LR,6.0667,-8.1281,74.8,92,65,4.76,light rain
490,Hazleton,US,40.9584,-75.9746,81.03,56,40,3.44,scattered clouds
491,Fereydun Kenar,IR,36.6864,52.5225,80.26,67,24,1.52,few clouds
492,Lumeje,AO,-11.55,20.7833,70.93,18,0,5.12,clear sky
493,Ranau,MY,5.9538,116.6641,70.9,95,100,0.45,overcast clouds
494,Jalu,LY,29.0331,21.5482,90.21,26,0,10.31,clear sky
495,Inyonga,TZ,-6.7167,32.0667,71.96,32,5,3.74,clear sky
496,Ewo,CG,-0.8725,14.8206,84.83,43,82,3.06,broken clouds
497,Santa Cruz,BO,-17.8,-63.1667,72.86,33,0,14.97,clear sky
498,Kuminskiy,RU,58.6667,66.5667,63.16,71,63,5.17,broken clouds
499,Chokwe,MZ,-24.5333,32.9833,72.39,49,0,3.83,clear sky
500,Roma,US,43.2128,-75.4557,75.96,70,100,6.91,overcast clouds
501,Marrakesh,MA,31.6315,-8.0083,93.27,33,0,6.91,clear sky
502,Wattegama,LK,6.7989,81.4808,76.37,66,71,0.92,broken clouds
503,Torres,BR,-29.3353,-49.7269,56.82,75,98,14.12,overcast clouds
504,Mount Isa,AU,-20.7333,139.5,46.17,57,0,0.0,clear sky
505,Torrington,US,41.8007,-73.1212,85.98,53,37,4.0,scattered clouds
506,Kahului,US,20.8947,-156.47,82.42,67,40,21.85,scattered clouds
507,San Pedro,PH,14.35,121.0167,80.35,88,75,2.3,broken clouds
508,Nador,MA,35.174,-2.9287,86.07,74,40,8.05,scattered clouds
509,Lappeenranta,FI,61.0587,28.1887,64.45,54,0,5.75,clear sky
510,Crotone,IT,39.0851,17.1178,82.35,47,0,2.3,clear sky
511,Touros,BR,-5.1989,-35.4608,80.02,62,5,14.14,clear sky
512,Ust-Barguzin,RU,53.45,108.9833,51.49,77,100,1.83,overcast clouds
513,Mareeba,AU,-17.0,145.4333,63.32,92,100,2.51,overcast clouds
514,Yatou,CN,37.15,122.3833,71.24,94,100,1.99,overcast clouds
515,Unguia,CO,8.0434,-77.0945,87.82,76,76,2.01,broken clouds
516,Dingle,PH,10.9995,122.6711,75.52,89,97,1.43,overcast clouds
517,Saint-Augustin,CA,51.226,-58.6502,66.85,47,0,10.92,clear sky
518,Mitchell,US,43.7094,-98.0298,85.98,54,0,11.5,clear sky
519,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,68.56,33,1,5.79,clear sky
520,Sorland,NO,67.667,12.6934,55.26,97,100,27.25,light rain
521,Dibulla,CO,11.2725,-73.3091,86.22,72,100,9.42,overcast clouds
522,Juybar,IR,36.6412,52.9124,78.96,72,10,1.86,clear sky
523,Lata,PT,40.1629,-8.3327,72.14,68,0,5.64,clear sky
524,Vigrestad,NO,58.5667,5.7,68.95,89,8,4.45,clear sky
525,Maningrida,AU,-12.0667,134.2667,69.06,95,17,7.27,few clouds
526,Agadez,NE,19.75,10.25,98.94,17,56,16.42,broken clouds
527,Bantry,IE,51.6833,-9.45,70.79,76,0,2.75,clear sky
528,Peoria,US,40.7667,-89.7668,83.53,55,0,4.61,clear sky
529,Tonstad,NO,58.6626,6.7169,63.18,83,3,4.32,clear sky
530,Maragogi,BR,-9.0122,-35.2225,77.63,72,0,5.14,clear sky
531,Walsrode,DE,52.8667,9.6,81.01,49,33,5.37,scattered clouds
532,Gao,ML,16.6362,1.637,97.11,29,49,7.34,scattered clouds
533,Bowen,AU,-20.0167,148.2333,64.31,74,15,10.25,few clouds
534,Dovolnoye,RU,54.4958,79.6671,63.03,73,100,8.46,overcast clouds
535,Erenhot,CN,43.6475,111.9767,73.53,48,79,9.01,broken clouds
536,Najran,SA,17.4924,44.1277,92.05,32,99,5.66,overcast clouds
537,Vila,PT,42.0304,-8.1588,68.88,76,9,3.87,clear sky
538,Bushehr,IR,28.9684,50.8385,96.89,59,20,4.61,few clouds
539,Bon Air,US,37.5249,-77.5578,96.03,60,40,0.0,scattered clouds
540,Sao Filipe,CV,14.8961,-24.4956,78.93,86,72,6.51,broken clouds
541,Jand,PK,33.4299,72.0193,96.89,41,0,6.46,clear sky
542,Kununurra,AU,-15.7667,128.7333,62.58,88,12,0.0,few clouds
543,Fortuna Foothills,US,32.6578,-114.4119,103.21,39,0,11.5,clear sky
544,Nioro,GM,13.35,-15.75,82.35,76,96,9.82,overcast clouds
545,Ahipara,NZ,-35.1667,173.1667,48.85,87,90,7.85,light rain
546,Goundam,ML,16.4145,-3.6708,94.28,37,66,5.53,broken clouds
547,Aklavik,CA,68.2191,-135.0107,54.5,47,31,6.82,scattered clouds
548,Road Town,VG,18.4167,-64.6167,89.69,70,20,11.5,few clouds
549,Tigil,RU,57.8,158.6667,53.64,98,100,4.72,light rain
550,Hobyo,SO,5.3505,48.5268,77.02,82,64,22.19,broken clouds
551,Okha,RU,53.5739,142.9478,55.62,86,47,5.32,scattered clouds
552,Tahe,CN,52.3333,124.7333,52.25,98,100,3.6,overcast clouds
553,Nara,JP,34.6851,135.8049,83.5,64,100,2.24,overcast clouds
554,Floresta,BR,-8.6011,-38.5686,86.49,32,0,10.54,clear sky
555,Pringsewu,ID,-5.3582,104.9744,72.81,95,94,1.59,overcast clouds
556,Boueni,YT,-12.9025,45.0761,75.18,77,6,3.62,clear sky
557,Camocim,BR,-2.9022,-40.8411,86.67,57,5,18.5,clear sky
558,Diebougou,BF,10.9667,-3.25,77.07,85,62,4.12,broken clouds
559,Los Llanos De Aridane,ES,28.6585,-17.9182,71.13,85,75,11.5,broken clouds
560,Biak,ID,-0.9131,122.8766,75.38,90,100,7.52,overcast clouds
561,Riyadh,SA,24.6877,46.7219,105.94,12,75,11.65,broken clouds
562,Micheweni,TZ,-4.9667,39.8333,74.14,84,35,10.69,scattered clouds
563,Almonte,ES,37.2647,-6.5167,84.27,70,0,9.6,clear sky
564,Doha,QA,25.2867,51.5333,100.71,71,62,5.75,broken clouds
565,Nileshwar,IN,12.25,75.1,78.24,89,35,6.69,scattered clouds
566,Ngunguru,NZ,-35.6167,174.5,53.67,82,56,16.96,broken clouds
567,North Platte,US,41.1239,-100.7654,97.12,30,0,5.01,clear sky
568,Chimoio,MZ,-19.1164,33.4833,64.26,82,0,5.23,clear sky
569,Kaeo,NZ,-35.1,173.7833,49.32,93,95,7.52,overcast clouds
570,Kibaya,TZ,-5.3,36.5667,57.87,81,27,6.35,scattered clouds
571,Kanniyakumari,IN,8.0833,77.5667,78.3,82,100,14.81,overcast clouds
572,Evensk,RU,61.95,159.2333,53.33,94,100,5.01,light rain
573,Zheshart,RU,62.0731,49.5733,51.96,95,100,4.38,overcast clouds
574,Kaoma,ZM,-14.7833,24.8,61.83,25,0,6.24,clear sky
575,Tromso,NO,69.6496,18.957,55.42,82,75,16.11,broken clouds
576,Flin Flon,CA,54.7682,-101.865,68.68,38,0,5.66,clear sky
577,Alta Floresta,BR,-9.8756,-56.0861,89.42,37,0,6.91,clear sky
578,Ginda,IN,30.6945,78.4932,68.13,99,100,2.86,heavy intensity rain
579,Morant Bay,JM,17.8815,-76.4093,90.72,68,18,12.46,few clouds
580,Kupang,ID,-10.1667,123.5833,73.98,83,58,4.0,broken clouds
581,Vanavara,RU,60.34,102.2797,52.95,92,19,0.72,few clouds
582,Tshikapa,CD,-6.4167,20.8,81.23,19,1,3.78,clear sky
583,Kralendijk,BQ,12.15,-68.2667,87.78,70,100,18.41,overcast clouds
584,Zelenoborskiy,RU,66.845,32.3622,60.15,79,100,12.82,overcast clouds
585,Anzhero-Sudzhensk,RU,56.081,86.0285,58.82,83,0,3.42,clear sky
586,Athabasca,CA,54.7169,-113.2854,74.39,49,0,9.33,clear sky
587,Opuwo,NA,-18.0607,13.84,70.2,18,0,5.59,clear sky
588,Ucluelet,CA,48.9329,-125.5528,60.1,92,99,8.16,overcast clouds
589,Attock,PK,33.7695,72.3611,91.74,49,0,5.46,clear sky
590,Teguise,ES,29.0605,-13.564,73.62,61,20,17.27,few clouds
591,Trincomalee,LK,8.5711,81.2335,80.17,74,89,19.39,overcast clouds
592,Nur,PL,52.6683,22.3221,63.9,70,91,7.43,overcast clouds
593,Gilgit,PK,35.9221,74.3087,86.76,39,0,3.76,clear sky
594,Pachmarhi,IN,22.4667,78.4333,67.35,98,100,3.44,overcast clouds
595,Condega,NI,13.365,-86.3985,85.37,56,76,10.6,broken clouds
596,Macia,MZ,-25.0269,33.0989,64.51,80,0,7.27,clear sky
597,Shwebo,MM,22.5667,95.7,79.75,80,100,9.08,overcast clouds
598,San Jeronimo,PE,-11.9472,-75.2829,57.85,53,45,5.17,scattered clouds
599,Iracoubo,GF,5.4802,-53.2011,83.59,73,18,11.45,few clouds
600,Pampierstad,ZA,-27.7832,24.6877,60.22,25,9,7.09,clear sky
601,Groa,NO,62.65,8.7167,70.61,64,98,7.94,overcast clouds
602,Poco Das Trincheiras,BR,-9.3125,-37.2856,77.68,64,7,7.11,clear sky
603,Kurchum,KZ,48.5722,83.6542,69.33,46,38,3.85,scattered clouds
604,Arman,RU,59.7,150.1667,55.02,91,100,4.47,overcast clouds
605,Winnemucca,US,40.973,-117.7357,78.85,57,20,5.75,few clouds
606,Muros,ES,42.7762,-9.0603,67.08,88,52,3.11,broken clouds
607,Miasskoye,RU,55.2784,61.8905,67.08,73,89,3.98,overcast clouds
608,Vicuna,CL,-30.0319,-70.7081,80.76,11,100,4.29,overcast clouds
609,Kirakira,SB,-10.4544,161.9205,77.99,86,38,8.5,scattered clouds
610,Porto Santo,PT,33.072,-16.3415,73.78,68,20,16.11,few clouds
611,Obanazawa,JP,38.6033,140.4019,74.77,90,100,1.48,light rain
612,Gejiu,CN,23.306,103.1635,58.89,88,100,4.45,overcast clouds
613,Port Lincoln,AU,-34.7333,135.8667,51.08,80,35,19.62,scattered clouds
614,Iskateley,RU,67.6803,53.1512,56.08,67,77,8.25,broken clouds
615,Humboldt,US,40.6665,-123.9178,69.13,39,0,5.3,clear sky
616,Matagami,CA,49.7502,-77.6328,77.47,37,83,12.46,broken clouds
617,Bisho,ZA,-32.8472,27.4422,48.83,94,98,2.86,overcast clouds
618,Indianola,US,41.3581,-93.5574,89.56,57,0,3.98,clear sky
619,Kapuskasing,CA,49.4169,-82.4331,69.35,51,65,10.02,broken clouds
620,Piastow,PL,52.1843,20.8395,73.96,62,0,4.61,clear sky
621,Illela,NG,13.7292,5.2975,90.91,45,50,6.71,scattered clouds
622,Sur,OM,22.5667,59.5289,86.83,62,100,13.73,overcast clouds
623,Amga,RU,60.8953,131.9608,54.23,99,100,2.86,light rain
624,Mount Gambier,AU,-37.8333,140.7667,45.39,93,100,9.69,light rain
625,Filingue,NE,14.3521,3.3168,93.56,39,7,5.37,clear sky
626,Beringovskiy,RU,63.05,179.3167,54.41,82,9,8.68,clear sky
627,Gotsu,JP,35.0,132.2167,78.4,86,99,5.46,overcast clouds
628,Atambua,ID,-9.1061,124.8925,69.96,81,80,3.8,broken clouds
629,Trairi,BR,-3.2778,-39.2689,83.55,58,17,16.17,few clouds
630,Dimona,IL,31.0667,35.0333,74.7,71,0,15.52,clear sky
631,Klyuchi,RU,52.2667,79.1667,64.04,78,100,7.02,light rain
632,Amazar,RU,53.858,120.875,52.27,95,100,4.23,overcast clouds
633,Maxixe,MZ,-23.8597,35.3472,69.62,88,20,4.61,few clouds
634,Dicabisagan,PH,17.0818,122.4157,78.35,87,100,2.75,overcast clouds
635,Hurghada,EG,27.2574,33.8129,95.04,20,0,18.41,clear sky
636,Kimbe,PG,-5.5502,150.1429,74.77,95,100,3.76,light rain
637,Robat Karim,IR,35.4846,51.0829,90.37,29,0,9.22,clear sky
638,Chapais,CA,49.7834,-74.8492,78.51,38,8,13.29,clear sky
639,Tamandare,BR,-8.7597,-35.1047,78.39,66,2,5.61,clear sky
640,Barcelos,PT,41.5388,-8.6151,80.92,89,22,3.18,few clouds
641,Ratlam,IN,23.3167,75.0667,75.42,94,100,7.54,overcast clouds
642,Contamana,PE,-7.3333,-75.0167,77.81,86,48,6.51,scattered clouds
643,Riachao Das Neves,BR,-11.7461,-44.91,94.33,13,3,3.6,clear sky
644,Merauke,ID,-8.4667,140.3333,76.24,86,97,15.3,overcast clouds
645,Bereda,ES,43.2686,-7.5406,77.41,93,38,3.04,scattered clouds
646,Guangyuan,CN,32.442,105.823,78.03,87,98,3.24,overcast clouds
647,Bondo,CD,3.8146,23.6866,71.62,89,100,2.51,overcast clouds
648,Nagato,JP,34.3833,131.2,79.68,86,100,6.46,light rain
649,Tila,MX,17.4,-92.4833,80.76,77,78,3.69,broken clouds
650,Hohhot,CN,40.8106,111.6522,66.49,88,0,4.47,clear sky
651,Levelland,US,33.5873,-102.378,83.19,44,98,1.74,overcast clouds
652,Maldonado,UY,-34.6667,-54.9167,60.19,58,12,6.24,few clouds
653,Beidao,CN,34.5686,105.8933,74.5,77,99,6.49,overcast clouds
654,Piquete,BR,-22.6136,-45.1761,64.85,71,88,10.58,overcast clouds
655,Mihail Eminescu,RO,47.7833,26.9167,71.4,80,75,7.29,broken clouds
656,Lodja,CD,-3.4833,23.4333,80.42,30,28,1.72,scattered clouds
657,Emba,KZ,48.8264,58.1442,77.32,35,11,9.01,few clouds
658,Margate,GB,51.3813,1.3862,73.11,78,5,5.99,clear sky
659,Muskegon,US,43.3,-86.1334,82.31,62,20,10.36,few clouds
660,Grand-Santi,GF,4.25,-54.3833,85.21,64,100,0.18,overcast clouds
661,Oliveira Dos Brejinhos,BR,-12.3169,-42.8961,91.27,13,0,1.07,clear sky
662,America Dourada,BR,-11.4553,-41.4361,87.55,17,0,4.92,clear sky
663,Caravelas,BR,-17.7125,-39.2481,76.87,65,9,14.56,clear sky
664,Kenai,US,60.5544,-151.2583,60.03,76,20,10.36,few clouds
665,Agirish,RU,61.9247,63.0231,67.41,48,100,8.72,overcast clouds
666,Trat,TH,12.5,102.5,74.44,98,100,3.09,light rain
